"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","일반유원시설업","03_07_09_P","5050000","CDFI5271002007000003","2007-09-10","","03","폐업","03","폐업","2007-11-06","","","","","","","경상북도 경주시 천군동 130번지","경상북도 경주시 경감로 614 (천군동)","38118","환타지랜드","2016-01-07 17:13:18","I","2018-08-31 23:59:59","","406789.870786056","261626.101558061","허가유원시설업","유원시설업","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","1500",
"12","일반유원시설업","03_07_09_P","5050000","CDFI5271002005000002","2005-02-03","","03","폐업","03","폐업","2021-12-20","","","","740-0688","","","경상북도 경주시 양남면 신대리 1267","경상북도 경주시 양남면 동남로 982 (마우나오션리조트)","38221","주식회사 엠오디","2021-12-20 16:07:24","U","2021-12-22 02:40:00","","414848.928060231","243903.930490504","허가유원시설업","유원시설업","관리지역","1","기타","","","근린생활시설","1","","","","","","","","","","","","","","","","N","N","N","N","","","","","","","",
"13","일반유원시설업","03_07_09_P","5050000","CDFI5271002007000002","2007-06-14","","03","폐업","03","폐업","2009-11-01","","","","","","","경상북도 경주시 신평동 452-1번지","경상북도 경주시 보문로 407 (신평동, 경주조선온천호텔)","38116","(주)경주조선호텔","2016-01-07 17:12:48","I","2018-08-31 23:59:59","","406371.79518767","263157.990882388","허가유원시설업","유원시설업","자연녹지지역","6","기타","","","호텔","5","1","","","","","","","","","","","","1558.5","","","","","","","","","","","","","1559",
"14","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000001","2019-04-10","","03","폐업","03","폐업","2020-04-20","","","","","","","경상북도 경주시 노동동 80-3","경상북도 경주시 계림로 89-1, 1층 (노동동)","38154","디스코팡팡","2020-08-29 13:12:44","U","2020-09-01 02:40:00","","399896.025022266","262513.041343394","허가유원시설업","","일반상업지역","2","","","","","2","","","","","","","","","","","","","","타가다디스코 1","","Y","","","Y","","","","","","","",
"15","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000002","2019-04-11","","03","폐업","03","폐업","2022-02-03","","","","","","","경상북도 경주시 북군동 8-36","경상북도 경주시 보문로 132-23 (북군동)","38117","(주)플라잉경주","2022-03-17 13:22:28","U","2022-03-19 02:40:00","","405052.94357796","263951.880927405","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"16","일반유원시설업","03_07_09_P","5050000","CDFI5271002023000002","2023-06-28","","03","폐업","03","폐업","2024-03-12","","","","054-624-1009","","","경상북도 경주시 용강동 1228-41","경상북도 경주시 광중길 97-1 (용강동)","38068","(주)히어로플레이파크 경주2호점","2024-03-15 10:06:07","U","2024-03-17 02:40:00","","400912.902328701","267402.98518442","허가유원시설업","","일반주거지역","0","아파트지역","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사 1종 2기, 확인검사대상 1종 1기","0","Y","","","","","","0","","","","0",
"17","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000003","2019-07-23","","03","폐업","03","폐업","2024-10-02","","","","","","","경상북도 경주시 북군동 8-36","경상북도 경주시 보문로 132-23 (북군동)","38117","나르고랜드","2024-10-15 19:10:02","U","2024-10-17 02:40:00","","405052.94357796","263951.880927405","허가유원시설업","","자연녹지지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","189","안전성검사대상 4종(바이킹, 회전목마, 범퍼카, 미니바이킹) /확인검사대상 3종","4","Y","","","Y","","","0","","","","189",
"18","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000004","2019-07-26","","03","폐업","03","폐업","2019-08-26","","","","","","","경상북도 경주시 천군동 130","경상북도 경주시 경감로 614 (천군동)","38118","핫 썸머 버블 페스티벌","2020-08-29 13:15:44","U","2020-09-01 02:40:00","","406789.870786056","261626.101558061","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"19","일반유원시설업","03_07_09_P","5050000","CDFI5271002019000005","2019-12-06","","03","폐업","03","폐업","2020-03-01","","","","","","","경상북도 경주시 신평동 182","경상북도 경주시 보문로 507, 1층 (신평동)","38116","경주 키즈월드","2020-08-31 09:25:49","U","2020-09-02 02:40:00","","406667.012246427","262251.68338995","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"20","일반유원시설업","03_07_09_P","5050000","CDFI5271002022000001","2022-12-28","","03","폐업","03","폐업","2023-03-06","","","","031-970-7954","","","경상북도 경주시 신평동 182","경상북도 경주시 보문로 507 (신평동)","38116","경주하이코 키즈월드","2023-07-13 14:58:54","U","2023-07-15 02:40:00","","406667.012246427","262251.68338995","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성 검사 대상 4종 4기, 안전성 확인검사 대상 7종 7기","0","","","","","","","0","","","","0",
"21","일반유원시설업","03_07_09_P","5050000","CDFI5271002014000001","2014-09-17","","01","영업/정상","13","영업중","","","","","054-745-7788","","780-290","경상북도 경주시 신평동","경상북도 경주시 보문로 484-7 (신평동)","38117","우양산업개발(주) 힐튼경주지점","2023-06-13 15:39:46","U","2023-06-15 02:40:00","","406465.878338666","262473.494405346","허가유원시설업","","자연녹지지역","0","","","","호텔","0","0","0","0","","","0","0","","0","0","","0","0","검사대상 1기(아쿠아데크), 확인검사(미니슬라이드)/ 키즈카페(붕붕뜀틀,미니모험놀이)","0","Y","","Y","Y","","","0","","","","0",
"22","일반유원시설업","03_07_09_P","5050000","CDFI5271002017000001","2017-07-26","","01","영업/정상","13","영업중","","","","","054-624-1009","","","경상북도 경주시 노서동 152-3","경상북도 경주시 강변로 200 (노서동)","38157","(주)히어로 플레이파크","2024-03-26 17:34:26","U","2024-03-28 02:40:00","","398874.726659033","262413.928493251","허가유원시설업","","일반상업지역","0","","","","","3","1","0","0","","","0","0","","0","0","","0","0","안전검사대상 1종, 안전비검사대상 2종","0","Y","","","Y","","","0","","","","0",
"23","일반유원시설업","03_07_09_P","5050000","CDFI5271002007000001","2007-01-17","","01","영업/정상","13","영업중","","","","","054-777-8900","","","경상북도 경주시 북군동 30-3","경상북도 경주시 보문로 182-27 (북군동, 경주한화리조트)","38116","한화호텔앤드리조트(주)경주","2023-06-07 11:06:51","U","2023-06-09 02:40:00","","404996.63904875","264534.014071404","허가유원시설업","유원시설업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 1종-1기, 확인검사 2종-2기","0","","","","","","","0","","","","0",
"24","일반유원시설업","03_07_09_P","5050000","CDFI5271002024000001","2024-09-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 손곡동 74 MCY PARK(햇살가득한 캠핑)","경상북도 경주시 천북남로 196, MCY PARK(햇살가득한 캠핑) (손곡동)","38116","엠씨와이(MCY)캠프","2024-09-04 18:31:50","I","2024-09-06 00:13:31","","407363.832296463","264204.117452423","허가유원시설업","","자연녹지지역","1","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상:2 종 확인검사 대상 : 3종","0","","","","","","","0","","","","0",
"25","일반유원시설업","03_07_09_P","5050000","CDFI5271002023000001","2023-05-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 북군동 66 경주세계자동차박물관","경상북도 경주시 보문로 132-22, 경주세계자동차박물관 (북군동)","38117","탄다","2023-05-08 16:42:34","I","2023-05-10 00:19:55","","404821.047117857","263676.171068196","허가유원시설업","","자연녹지지역","0","기타","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","46","신규-안전검사대상 1개[매직스윙],  기존-안전성비검사대상 1개[배터리카]","0","Y","","","","","","0","","","","46",
"26","일반유원시설업","03_07_09_P","5050000","CDFI5271002021000002","2021-11-18","","01","영업/정상","13","영업중","","","","","054-701-2255","","","경상북도 경주시 신평동 355","경상북도 경주시 천북남로 16 (신평동)","38116","경주루지월드","2024-04-16 14:39:19","U","2024-04-18 02:40:00","","406840.513081937","262971.181676741","허가유원시설업","","자연녹지지역","3","기타","","","기타","2","1","0","0","","","0","0","","0","0","","0","0","안정성검사대상 1종(루지)","0","Y","","","Y","","","0","","","","0",
"27","일반유원시설업","03_07_09_P","5050000","CDFI5271002021000001","2021-04-12","","01","영업/정상","13","영업중","","","","","054-745-5100","","","경상북도 경주시 외동읍 괘릉리 1233","경상북도 경주시 외동읍 영지로 636, 성호리조트","38203","(주)성호리조트","2023-06-07 14:04:45","U","2023-06-09 02:40:00","","408757.414379558","253912.377872526","허가유원시설업","","자연녹지지역","7","기타","","","콘도미니엄","7","2","0","0","","","0","0","","0","0","","0","0","안전성검사대상 1종(워터슬라이드), 안전성확인검사 2종(미니슬라이드,미니수중모험놀이)","0","Y","","Y","Y","","","0","","","","0",
"28","일반유원시설업","03_07_09_P","5060000","CDFI5271002019000001","2019-07-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 지례면 도곡리 532","경상북도 김천시 지례면 부항로 109-37","39690","(주)산내들 캠프빌리지 물놀이장","2024-02-08 14:53:10","U","2024-02-11 02:40:00","","291440.447892187","275668.422746254","허가유원시설업","","관리지역","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","바디슬라이드 1, 에어바운스 1","0","Y","","","Y","","","0","","","","0",
"29","일반유원시설업","03_07_09_P","5060000","CDFI5271002024000001","2024-06-10","","01","영업/정상","13","영업중","","","","","054-434-3191","","","경상북도 김천시 아포읍 지리 376 지동초등학교","경상북도 김천시 아포읍 황소길 76, 지동초등학교","39668","사단법인 에제르","2024-06-19 16:41:28","U","2024-06-21 02:40:00","","312573.722241058","298991.843889729","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","무궤도열차 1, 미니에어바운스 3, 미니워터에어바운스 3","0","Y","","Y","Y","","","0","","","","0",
"30","일반유원시설업","03_07_09_P","5070000","CDFI5271002023000003","2023-07-28","","03","폐업","03","폐업","2023-08-07","","","","","","","경상북도 안동시 정하동 635","경상북도 안동시 공단로 171-10 (정하동)","36744","동림기업","2023-09-20 14:29:02","U","2023-09-22 02:40:00","","354547.668992094","340728.247203572","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","워터에어바운스 1종(1개)","0","Y","Y","Y","Y","","","0","","","","0",
"31","일반유원시설업","03_07_09_P","5070000","CDFI5271002015000001","2015-05-01","","03","폐업","03","폐업","2015-06-01","","","","","","760-360","경상북도 안동시 성곡동 1550번지","","","금성랜드","2015-07-10 16:19:42","I","2018-08-31 23:59:59","","359082.030911585","342104.017673888","허가유원시설업","","자연녹지지역","","기타","","","기타","","","","","","","","","","","","","","","바이킹, 타가디스코, 스윙거, 미니바이킹, 뉴욕시티, 티보트 범퍼카","","Y","","","Y","","","","","","","",
"32","일반유원시설업","03_07_09_P","5070000","CDFI5271002015000002","2015-06-01","","03","폐업","03","폐업","2015-10-01","","","","","","760-360","경상북도 안동시 성곡동 1550번지","","","금성랜드","2015-10-27 16:45:37","I","2018-08-31 23:59:59","","359082.030911585","342104.017673888","허가유원시설업","","자연녹지지역","","기타","","","","","","","","","","","","","","","","","","바이킹, 타가디스코, 스윙거, 미니바이킹, 뉴욕시티, 티보트 범퍼카","6","Y","","","Y","","","","","","","",
"33","일반유원시설업","03_07_09_P","5070000","CDFI5271002012000001","2012-10-24","","03","폐업","03","폐업","2013-07-08","","","","","","760-110","경상북도 안동시 운흥동 142번지","경상북도 안동시 대안로 177 (운흥동)","760-110","금성랜드","2013-07-12 18:08:44","I","2018-08-31 23:59:59","","355000.05114263","341740.134324645","허가유원시설업","","일반상업지역","7","유흥업소밀집지역","","","근린생활시설","6","1","","","","","","","","","","","","268.61","타가다디스코 1종","","Y","","Y","Y","","","","","","","269",
"34","일반유원시설업","03_07_09_P","5070000","CDFI5271002014000001","2014-05-02","","03","폐업","03","폐업","2014-10-27","","","","","","760-360","경상북도 안동시 성곡동 1550번지","","","금성랜드","2014-12-23 11:05:56","I","2018-08-31 23:59:59","","359082.030911585","342104.017673888","허가유원시설업","","자연녹지지역","","","","","사무실","","","","","","","","","","","","","","","유기기구 6대(티보트범퍼카, 스윙거, 대형바이킹, 뉴욕시티, 미니바이킹, 타가다디스코)","","","","","","","","","","","","",
"35","일반유원시설업","03_07_09_P","5070000","CDFI5271002014000002","2014-09-26","","03","폐업","03","폐업","2014-10-06","","","","","","760-110","경상북도 안동시 운흥동","경상북도 안동시 육사로 239 (운흥동)","760-110","카니발랜드","2014-10-06 14:25:02","I","2018-08-31 23:59:59","","355303.682110189","341544.600668891","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","",
"36","일반유원시설업","03_07_09_P","5070000","CDFI5271002014000003","2014-12-19","","03","폐업","03","폐업","2016-10-10","","","","","","760-110","경상북도 안동시 운흥동 142번지","경상북도 안동시 대안로 177 (운흥동)","760-110","디스코팡팡","2016-10-11 09:47:05","I","2018-08-31 23:59:59","","355000.05114263","341740.134324645","허가유원시설업","","상업지역","","기타","","","기타","","1","","","","","","","","","","","","237.99","타가다디스코 1종","","Y","Y","Y","Y","","","","","","","238",
"37","일반유원시설업","03_07_09_P","5070000","CDFI5271002015000003","2015-09-25","","03","폐업","03","폐업","2015-10-05","","","","","","","경상북도 안동시 운흥동 300-15번지","경상북도 안동시 육사로 239 (운흥동, 안동축제관광조직위원회)","36709","카니발랜드","2015-10-05 10:51:16","I","2018-08-31 23:59:59","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","검사대상 1종(미니바이킹) 검사비대상 1종(미니기차)","","Y","","Y","Y","","","","","","","",
"38","일반유원시설업","03_07_09_P","5070000","CDFI5271002016000001","2016-09-28","","03","폐업","03","폐업","2016-10-10","","","","","","","경상북도 안동시 운흥동 315번지","경상북도 안동시 육사로 239 (운흥동, 안동축제관광조직위원회)","36709","카니발랜드","2016-10-10 16:59:24","I","2018-08-31 23:59:59","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","안전검사비대상 1종(미니기차), 검사대상 1종(미니바이킹)","","Y","Y","Y","Y","","","","","","","",
"39","일반유원시설업","03_07_09_P","5070000","CDFI5271002017000001","2017-09-28","","03","폐업","03","폐업","2017-10-10","","","","","","","경상북도 안동시 운흥동 300-15번지","경상북도 안동시 육사로 239 (운흥동, 탈춤공연장)","36709","카니발랜드","2017-10-10 16:01:51","I","2018-08-31 23:59:59","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","미니바이킹(1대), 미니회전그네(1대), 미니기차(1대,비대상)","","","","","","","","","","","","",
"40","일반유원시설업","03_07_09_P","5070000","CDFI5271002018000001","2018-01-19","","03","폐업","03","폐업","2018-01-29","","","","","","","경상북도 안동시 남후면 광음리 264번지","경상북도 안동시 남후면 암산1길 15","36755","카니발랜드","2018-02-01 14:20:44","I","2018-08-31 23:59:59","","350086.340341629","334871.107398025","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","미니바이킹(1대)","","Y","Y","Y","Y","","","","","","","",
"41","일반유원시설업","03_07_09_P","5070000","CDFI5271002018000002","2018-07-13","","03","폐업","03","폐업","2018-08-12","","","","054-840-5108","","760-400","경상북도 안동시 정하동 635번지","","","강변시민공원 어린이물놀이장 에어바운스","2020-05-08 12:59:10","U","2020-05-10 02:40:00","","354547.668992094","340728.247203572","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","미니워터에어바운스1","","","","","","","","","","","","",
"42","일반유원시설업","03_07_09_P","5070000","CDFI5271002018000003","2018-07-19","","03","폐업","03","폐업","2018-08-12","","","","","","","경상북도 안동시 운흥동 300-15번지 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","경북레포츠","2020-05-08 12:59:40","U","2020-05-10 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","미니에어바운스2, 미니워터에어바운스2","","","","","","","","","","","","",
"43","일반유원시설업","03_07_09_P","5070000","CDFI5271002019000001","2019-09-24","","03","폐업","03","폐업","2019-10-06","","","","","","","경상북도 안동시 운흥동 300-15번지 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2020-05-08 13:00:03","U","2020-05-10 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","타가디스코, 미니바이킹, 미니회전그네, 미니아스트로","","Y","","","Y","","","","","","","",
"44","일반유원시설업","03_07_09_P","5070000","CDFI5271002024000003","2024-09-24","","03","폐업","03","폐업","2024-10-07","","","","","","","경상북도 안동시 운흥동 300-15 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2024-10-07 08:52:35","U","2024-10-09 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","바이킹 1개, 타가디스코 1개, 슬라이딩카 1개, 회전그네 1개, 로켓팡팡 1개","0","Y","","Y","Y","","","0","","","","0",
"45","일반유원시설업","03_07_09_P","5070000","CDFI5271002024000002","2024-07-26","","03","폐업","03","폐업","2024-08-04","","","","","","","경상북도 안동시 정하동 635","경상북도 안동시 공단로 171-10 (정하동)","36744","안동 수페스타","2024-08-12 15:39:35","U","2024-08-14 02:40:00","","354547.668992094","340728.247203572","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","348","워터에어바운스 1종(1개)","0","Y","Y","Y","Y","","","0","","","","348",
"46","일반유원시설업","03_07_09_P","5070000","CDFI5271002023000002","2023-05-03","","03","폐업","03","폐업","2023-05-09","","","","","","","경상북도 안동시 운흥동 218-14","경상북도 안동시 경동로 678 (운흥동)","36706","판타지이동랜드","2023-05-09 15:30:13","U","2023-05-11 02:40:00","","355020.879205057","341576.428929946","허가유원시설업","","일반상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","타가다디스코 1종, 바이킹 1종, 회전그네 1종, 페달보트 1종(5대)","0","Y","","Y","Y","","","0","","","","0",
"47","일반유원시설업","03_07_09_P","5070000","CDFI5271002024000001","2024-03-26","","03","폐업","03","폐업","2024-05-07","","","","","","","경상북도 안동시 운흥동 300-15 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2024-05-08 10:12:52","U","2024-05-11 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","바이킹 1대, 타가디스코 1대, 플라이트 1대, 슬라이딩카 1대, 회전 그네 1대, 패러슈터타워(로케트팡팡) 1대","0","Y","","","","","","0","","","","0",
"48","일반유원시설업","03_07_09_P","5070000","CDFI5271002023000001","2023-03-30","","03","폐업","03","폐업","2023-04-09","","","","","","","경상북도 안동시 운흥동 300-15 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2023-05-03 09:58:07","U","2023-05-05 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","타가다디스코 1종, 바이킹 1종, 플라이트 1종","0","Y","","Y","Y","","","0","","","","0",
"49","일반유원시설업","03_07_09_P","5070000","CDFI5271002018000004","2018-09-27","","03","폐업","03","폐업","2018-10-08","","","","","","","경상북도 안동시 운흥동 300-15번지 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2018-10-16 07:53:22","U","2018-10-18 02:35:37","","354966.462292962","341306.034899362","허가유원시설업","","","","","","","","","","","","","","","","","","","","","","타가디스코1, 미니바이킹1, 미니회전그네1, 미니아스트로1","","","","","Y","","","","","","","",
"50","일반유원시설업","03_07_09_P","5070000","CDFI5271002023000004","2023-09-25","","03","폐업","03","폐업","2023-10-10","","","","","","","경상북도 안동시 운흥동 300-15 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2023-12-22 15:56:17","U","2023-12-24 02:40:00","","354966.462292962","341306.034899362","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","총 5개 (타가다디스코, 플라이트, 바이킹, UFO, 미니기차)","0","Y","Y","Y","Y","","","0","","","","0",
"51","일반유원시설업","03_07_09_P","5070000","CDFI5271002025000001","2025-03-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 운흥동 300-15 탈춤공연장","경상북도 안동시 육사로 239, 탈춤공연장 (운흥동)","36709","카니발랜드","2025-03-28 21:25:21","I","2025-03-30 00:10:22","","354966.462292962","341306.034899362","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","6종(바이킹, 타가디스코, 플라이트, 슬라이딩카,허리케인, 회전그네)","0","","","","","","","0","","","","0",
"52","일반유원시설업","03_07_09_P","5080000","CDFI5271002023000001","2023-07-07","","03","폐업","03","폐업","2023-08-21","","","","","","","경상북도 구미시 양호동 614-1","경상북도 구미시 낙동제방길 200 (양호동)","39193","낙동강체육공원물놀이장","2023-08-25 11:16:51","U","2023-08-27 02:40:00","","323612.172867065","293687.146861725","허가유원시설업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","하이슬라이드(안전성검사대상) 1, 워터슬라이드(확인검사대상) 2","0","","","Y","Y","","","0","","","","0",
