"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","자동차야영장업","03_11_05_P","5050000","CDFI2262142015000001","2015-06-15","","03","폐업","03","폐업","2019-04-10","","","","","","780-882","경상북도 경주시 산내면 대현리","경상북도 경주시 산내면 문복로 108","38187","숲속에 오토캠핑장","2019-04-11 13:14:43","U","2019-04-13 02:40:00","","","","자동차야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12","자동차야영장업","03_11_05_P","5050000","CDFI2262142017000002","2017-09-19","","03","폐업","03","폐업","2017-09-19","","","","","","","경상북도 경주시 안강읍 강교리 877-1","경상북도 경주시 안강읍 새안현로 928","38028","경주글램존","2021-10-16 08:43:21","U","2021-10-19 02:40:00","","393016.456917956","274362.720839842","자동차야영장업","","","0","","","","","0","0","0","53","","","0","0","","0","0","","0","1552","","0","","","","","","","0","","","","1552",
"13","자동차야영장업","03_11_05_P","5050000","CDFI2262142015000002","2015-07-06","","01","영업/정상","13","영업중","","","","","","","780-230","경상북도 경주시 동방동","경상북도 경주시 산업로 3549-30 (동방동)","38174","경주초우오토캠핑장","2024-08-09 15:35:08","U","2024-08-11 02:40:00","","403913.18208919","258832.625307757","자동차야영장업","","생산녹지지역","3","주택가주변","","","단독주택","2","1","0","149","Gyeongju Chowoo Auto camp","AUTO CAMPSITE BUSINESS","0","0","","0","0","","0","5484","","0","","","","","","","0","","","","5484",
"14","자동차야영장업","03_11_05_P","5050000","CDFI2262142015000003","2015-08-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 강동면 호명리 18","경상북도 경주시 강동면 호명큰골길 47","38032","캠프아이엔지","2024-08-09 15:33:29","U","2024-08-11 02:40:00","","403144.775641341","276614.577313374","자동차야영장업","","관리지역","1","주택가주변","","","교육연구시설","1","0","0","260","Corp, Camp-ING","Auto Campsite Business","0","0","","0","0","","0","5253","","0","","","","","","","0","","","","5253",
"15","자동차야영장업","03_11_05_P","5050000","CDFI2262142017000001","2017-09-13","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 석장동 943-4","경상북도 경주시 석현로 110-49 (석장동)","38067","휴앤락 캠핑장","2024-08-09 15:25:41","U","2024-08-11 02:40:00","","397233.55124766","264766.740372","자동차야영장업","","보전녹지지역","1","기타","","","기타","1","0","0","212","huenrockcamp","Auto Campsite Business","0","0","","0","0","","0","11487","","0","","","","","","","0","","","","11487",
"16","자동차야영장업","03_11_05_P","5050000","CDFI2262142018000001","2018-06-11","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 산내면 대현리 106-2","경상북도 경주시 산내면 대현길 390","38187","용천토리 오토캠핑장","2024-08-09 15:23:09","U","2024-08-11 02:40:00","","","","자동차야영장업","","관리지역","1","주택가주변","","","기타","1","0","0","99","yongchuntori Auto Camp","Auto Campsite Business","0","0","","0","0","","0","2413","","0","","","","","","","0","","","","2413",
"17","자동차야영장업","03_11_05_P","5050000","CDFI2262142023000002","2023-06-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 기구리 1009-138","경상북도 경주시 양남면 갈골마을길 41-1","38216","하이스토리 캠핑장","2023-06-14 13:14:02","I","2023-06-16 00:19:48","","418844.710573461","247402.500323989","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","114","","0","","","","","","","0","","","","114",
"18","자동차야영장업","03_11_05_P","5050000","CDFI2262142019000001","2019-12-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 안강읍 옥산리 672-1 외 25필지","경상북도 경주시 안강읍 호국로 2522-12","38002","봄날처럼","2024-08-09 15:22:14","U","2024-08-11 02:40:00","","397025.125181038","279631.257923533","자동차야영장업","","생산녹지지역","1","주택가주변","","","기타","1","1","0","264","","Campsite Business","0","0","","0","0","","0","8322","","0","","","","","","","0","","","","8322",
"19","자동차야영장업","03_11_05_P","5050000","CDFI2262142024000001","2024-06-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 용강동 186","경상북도 경주시 다불로 195-10 (용강동)","38094","어반파크 캠핑장&바베큐","2024-10-11 10:05:44","U","2024-10-13 02:40:00","","401849.106795989","265039.153486002","자동차야영장업","","자연녹지지역","1","","","메리츠화재(야영장배상)","","1","0","0","100","","","0","0","","0","0","","0","3613","","0","","","","","","","0","","","","3613",
"20","자동차야영장업","03_11_05_P","5050000","CDFI2262142023000001","2023-10-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 내남면 화곡리 528","경상북도 경주시 내남면 화계로 418-4","38191","캠프어게인","2024-09-04 14:48:35","U","2024-09-06 02:40:00","","396026.334977318","254674.385541731","자동차야영장업","","","0","","","삼성(야영장배상)","","0","0","0","154","","","0","0","","0","0","","0","4626.3","","0","","","","","","","375000000","","","","4626",
"21","자동차야영장업","03_11_05_P","5050000","CDFI2262142021000001","2021-05-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 오류리 295-2","경상북도 경주시 감포읍 감포로 329-34","38125","뷰델카라반펜션","2024-08-08 14:01:52","U","2024-08-10 02:40:00","","426592.644646006","260576.341196439","자동차야영장업","","자연녹지지역","2","기타","","","기타","2","0","0","177","viewdel caravan pension","Campsite Business","0","0","","0","0","","0","3343","","0","","","","","","","0","","","","3343",
"22","자동차야영장업","03_11_05_P","5050000","CDFI2262142021000002","2021-06-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 산내면 대현리 3086-1","경상북도 경주시 산내면 문복로 106","38187","캠프 포레스트","2025-01-22 17:30:09","U","2025-01-24 02:40:00","","387045.219086589","240684.008628939","자동차야영장업","","관리지역","1","기타","","","기타","1","0","0","189","supsokecamp","Campsite Business","0","0","","0","0","","0","5192","","0","","","","","","","0","","","","5192",
"23","자동차야영장업","03_11_05_P","5060000","CDFI2262142014000001","2014-01-23","","03","폐업","03","폐업","2017-04-01","","","","","","740-953","경상북도 김천시 대덕면 문의리 240번지","","","생각하는 섬","2017-04-17 16:36:17","I","2018-08-31 23:59:59","","284980.34578696","264611.735980275","자동차야영장업","","","","기타","","","기타","","","","","","","","","","","","","","0","","","","","","","","","","","","","0",
"24","자동차야영장업","03_11_05_P","5060000","CDFI2262142017000001","2017-06-30","","03","폐업","03","폐업","2018-12-31","","","","","","","경상북도 김천시 증산면 장전리 820-1번지","경상북도 김천시 증산면 황점1길 161","39696","증산 오토캠핑장","2019-01-14 14:07:34","U","2019-01-16 02:40:00","","294967.752115269","263778.606665344","자동차야영장업","","관리지역","","","","","","","","","","","","","","","","","","","4970","","","","","","","","","","","","","4970",
"25","자동차야영장업","03_11_05_P","5060000","CDFI2262142022000001","2022-03-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 부항면 하대리 193 외 6필지(193-2, 193-3, 193-4, 195, 195-1, 197)","경상북도 김천시 부항면 부항로 1087-12","39688","누리별 캠핑장","2024-08-08 09:20:24","U","2024-08-10 02:40:00","","284070.325816398","277275.769894865","자동차야영장업","","관리지역","2","학교정화(절대)","","","근린생활시설","0","0","0","307","","","0","0","","0","0","","0","306.9","","0","","","","","","","200000000","","","","307",
"26","자동차야영장업","03_11_05_P","5060000","CDFI2262142021000002","2021-12-17","","01","영업/정상","13","영업중","","","","","054-434-5255","","","경상북도 김천시 증산면 동안리 산 8 대덕중학교증산분교장","경상북도 김천시 증산면 증산1로 163, 대덕중학교증산분교장","39695","경상북도교육청김천오토캠핑장","2024-01-05 17:59:20","U","2024-01-07 02:40:00","","292479.828390654","268198.185581907","자동차야영장업","","관리지역","0","","","","기타","0","0","0","0","","","0","0","","0","0","","0","140","","0","","","","","","","0","","","","140",
"27","자동차야영장업","03_11_05_P","5060000","CDFI2262142021000003","2021-12-31","","01","영업/정상","13","영업중","","","","","054-432-9000","","","경상북도 김천시 남면 초곡리 947-1","경상북도 김천시 남면 초곡길 287-97, 외 3필지","39662","김천실내테니스장 & 김천오토캠핑장","2023-05-22 17:00:16","U","2023-05-24 02:40:00","","","","자동차야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","341","","0","","","","","","","0","","","","341",
"28","자동차야영장업","03_11_05_P","5060000","CDFI2262142021000004","2021-12-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 부항면 대야리 842","경상북도 김천시 부항면 대야길 307","39688","김천맑은계곡 오토캠핑장","2022-08-30 16:24:45","U","2022-09-01 02:40:00","","282667.717425095","280245.420635034","자동차야영장업","","관리지역","0","","","","","0","0","0","119","","","0","0","","0","0","","0","119","","0","","","","","","","0","","","","119",
"29","자동차야영장업","03_11_05_P","5060000","CDFI2262142020000001","2020-06-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 대항면 대성리 995-1번지","경상북도 김천시 대항면 작내로 770-12","39568","진여지야영장","2020-06-16 16:16:34","I","2020-06-18 00:23:17","","291396.95823009","285358.35297391","자동차야영장업","","관리지역","","","","","","","","","","","","","","","","","","","2742","","","","","","","","","","","","","2742",
"30","자동차야영장업","03_11_05_P","5060000","CDFI2262142021000001","2021-08-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 부항면 두산리 166","경상북도 김천시 부항면 안간1길 760","39689","은하수 관광농원","2024-02-27 12:03:34","U","2024-02-29 02:40:00","","286027.239059928","278503.421036109","자동차야영장업","","관리지역","0","기타","","","근린생활시설","0","0","0","290","","","0","0","","0","0","","0","87","","0","","","","","","","0","","","","87",
"31","자동차야영장업","03_11_05_P","5060000","CDFI2262142022000002","2022-11-18","","01","영업/정상","13","영업중","","","","","054-434-7773","","","경상북도 김천시 부항면 두산리 121","경상북도 김천시 부항면 안간1길 700","39689","옥당걸숲속관광농원","2023-07-16 22:36:54","U","2023-07-18 02:40:00","","286118.362617826","278750.989124296","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"32","자동차야영장업","03_11_05_P","5060000","CDFI2262142014000002","2014-09-01","","01","영업/정상","13","영업중","","","","","054-431-2011","","740-932","경상북도 김천시 지례면 도곡리 747번지","","","김천부항댐 산내들 오토캠핑장","2014-09-02 11:08:55","I","2018-08-31 23:59:59","","291357.794478104","275698.26920787","자동차야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"33","자동차야영장업","03_11_05_P","5060000","CDFI2262142015000001","2015-05-26","","01","영업/정상","13","영업중","","","","","","","740-961","경상북도 김천시 증산면 금곡리 801","경상북도 김천시 증산면 금곡리1길 173-9","39696","하늘아래첫동네캠핑장","2024-03-22 10:33:37","U","2024-03-24 02:40:00","","293505.319273646","265051.947425962","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2251","","0","","","","","","","0","","","","2251",
"34","자동차야영장업","03_11_05_P","5060000","CDFI2262142016000001","2016-03-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 조마면 강곡리 916-1번지","","","캠핑 뜨락 오토캠핑장","2016-03-18 16:44:30","I","2018-08-31 23:59:59","","297565.625136349","279866.567492684","자동차야영장업","","","","기타","","","","","","","","","","","","","","","","","5873","","","","","","","","","","","","","5873",
"35","자동차야영장업","03_11_05_P","5070000","CDFI2262142018000001","2018-11-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 길안면 천지리 573-1","경상북도 안동시 길안면 웃장터길 80","36735","길안다슬기캠프","2025-01-20 14:11:06","U","2025-01-22 02:40:00","","370097.311056308","329896.106225824","자동차야영장업","","자연녹지지역","2","","","삼성화재해상보험주식회사","","0","0","0","0","","","0","0","","0","0","","0","1233","","0","","","","","","","0","","","","1233",
"36","자동차야영장업","03_11_05_P","5070000","CDFI2262142024000001","2024-10-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 도산면 가송리 438-5","경상북도 안동시 도산면 가송길 134","36603","디여라 야영장","2025-02-25 18:49:02","U","2025-02-27 02:40:00","","368825.925302752","364330.141406738","자동차야영장업","","","0","","","NH농협손해보험","기타","0","0","0","0","","","0","0","","0","0","","0","147","","0","","","","","","","0","","","","147",
"37","자동차야영장업","03_11_05_P","5070000","CDFI2262142021000001","2021-12-29","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 남후면 무릉리 141","경상북도 안동시 남후면 무릉1길 20-46","36755","우니메이카 안동점","2025-03-18 13:32:41","U","2025-03-20 02:40:00","","350058.93406274","336798.488249259","자동차야영장업","","관리지역","1","","","한화손해보험","기타","1","0","0","0","","","0","0","","0","0","","0","5269.5","","0","","","","","","","800000000","","","","5270",
"38","자동차야영장업","03_11_05_P","5070000","CDFI2262142015000001","2015-05-28","","01","영업/정상","13","영업중","","","","","054-850-4595","","760-871","경상북도 안동시 남후면 단호리 76-3","경상북도 안동시 남후면 풍산단호로 835-35","36754","단호샌드파크 캠핑장","2023-02-01 18:00:49","U","2023-02-03 02:40:00","","345892.579405211","340644.145800061","자동차야영장업","","","0","기타","","","","0","0","0","233","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"39","자동차야영장업","03_11_05_P","5070000","CDFI2262142017000001","2017-05-18","","01","영업/정상","13","영업중","","","","","054-822-1212","","","경상북도 안동시 임동면 중평리 1040","경상북도 안동시 임동면 선착장길 71","36732","임하호수상레저타운 캠핑장","2023-06-13 18:46:26","U","2023-06-15 02:40:00","","371844.800546717","342304.885816431","자동차야영장업","","자연녹지지역","1","","","한화손해보험","사무실","1","0","0","241","","","0","0","","0","0","","0","17148","","0","","","","","","","0","","","","17148",
"40","자동차야영장업","03_11_05_P","5070000","CDFI2262142023000001","2023-10-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 남후면 광음리 14","경상북도 안동시 남후면 암산1길 18","36755","럭셔리글램핑라피네 주식회사","2025-01-17 16:20:30","U","2025-01-19 02:40:00","","350222.244135999","334866.410922771","자동차야영장업","","","0","","","DB손해보험주식회사","","0","0","0","123","","","0","0","","0","0","","0","123.34","","0","","","","","","","500000000","","","","123",
"41","자동차야영장업","03_11_05_P","5080000","CDFI2262142018000001","2018-03-06","","01","영업/정상","13","영업중","","","","","0544812600","","","경상북도 구미시 옥성면 주아리 산 147","경상북도 구미시 옥성면 주아령로 192-1","39102","송하루 오토캠핑장","2024-10-16 13:16:27","U","2024-10-18 02:40:00","","313836.47709077","309401.430804109","자동차야영장업","","관리지역","0","기타","","삼성화재","기타","0","0","0","242","","","0","0","","0","0","","0","3580","","0","","","","","","","100000000","","","","3580",
"42","자동차야영장업","03_11_05_P","5090000","CDFI2262142011000001","2011-02-09","","01","영업/정상","13","영업중","","","","","054-633-6699","","750-801","경상북도 영주시 풍기읍 삼가리 239-2","경상북도 영주시 풍기읍 삼가로 423","36018","묘솔","2023-09-20 15:19:01","U","2023-09-22 02:40:00","","334264.691576665","381004.405398296","자동차야영장업","","","0","","","","","0","0","7","0","MYOSOL","CAR CAMPSITES UP","0","0","","0","0","","0","1320","","0","","","","","","","30000000","","","","1320",
"43","자동차야영장업","03_11_05_P","5090000","CDFI2262142018000001","2018-05-04","","01","영업/정상","13","영업중","","","","","054-632-7400","","","경상북도 영주시 평은면 용혈리 1034-1","경상북도 영주시 평은면 강동로 26","36174","영주호오토캠핑장","2023-09-20 10:48:51","U","2023-09-22 02:40:00","","348250.510352341","358617.46086383","자동차야영장업","","","1","기타","","삼성화재","사무실","0","0","0","0","","","0","0","","0","0","","0","102156","","0","","","","","","","300000000","","","","102156",
"44","자동차야영장업","03_11_05_P","5090000","CDFI2262142019000001","2019-06-21","","01","영업/정상","13","영업중","","","","","054-634-0031","","","경상북도 영주시 단산면 옥대리 164-4","경상북도 영주시 단산면 소백로 3231","36008","소백산마을 캠핑장","2024-08-29 10:15:49","U","2024-08-31 02:40:00","","343837.154097589","384348.684795674","자동차야영장업","","","0","","","한화손해보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"45","자동차야영장업","03_11_05_P","5090000","CDFI2262142023000001","2023-01-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 봉현면 한천리 260-2","경상북도 영주시 봉현면 소백로1411번길 26-30","36045","사과꽃향기","2023-10-27 15:33:40","U","2023-10-29 02:40:00","","334891.432747196","371036.048638165","자동차야영장업","","","0","","","삼성화재","숙박시설","0","0","0","0","","","0","0","","0","0","","0","1957.2","","0","","","","","","","0","","","","1957",
"46","자동차야영장업","03_11_05_P","5090000","CDFI2262142022000001","2022-07-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 영주시 풍기읍 삼가리 71-5","경상북도 영주시 풍기읍 삼가로 290","36018","소백산자연누리카라반야영장","2023-09-20 10:40:25","U","2023-09-22 02:40:00","","335042.386146714","379999.563045324","자동차야영장업","","","0","기타","","DB손해보험","","0","0","0","0","","","0","0","","0","0","","0","1185","","0","","","","","","","0","","","","1185",
"47","자동차야영장업","03_11_05_P","5100000","CDFI2262142014000001","2014-08-06","","03","폐업","03","폐업","2019-10-07","","","","054-331-3232","","770-863","경상북도 영천시 임고면 삼매리 68-5번지","경상북도 영천시 임고면 신방로 19","38816","영천댐공원 오토캠핑장","2019-10-07 17:04:27","U","2019-10-09 02:40:00","","381158.058170365","285917.832413375","자동차야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"48","자동차야영장업","03_11_05_P","5100000","CDFI2262142012000001","2012-11-08","","01","영업/정상","13","영업중","","","","","054-330-6470","","770-813","경상북도 영천시 신녕면 치산리 1323","경상북도 영천시 신녕면 치산관광길 263","38800","치산관광지 캠핑장","2023-04-12 09:29:48","U","2023-04-14 02:40:00","","354268.403514209","284563.191727769","자동차야영장업","","","0","기타","","","","0","0","0","240","","","0","0","","0","0","","0","20000","","0","","","","","","","100000000","","","","20000",
"49","자동차야영장업","03_11_05_P","5100000","CDFI2262142015000001","2015-03-03","","01","영업/정상","13","영업중","","","","","054-337-1789","","770-913","경상북도 영천시 대창면 신광리 762","경상북도 영천시 대창면 영지길 100","38913","늘푸른체험학교","2024-01-29 15:21:31","U","2024-01-31 02:40:00","","373358.578970742","263683.672787433","자동차야영장업","","관리지역","1","기타","","","체육시설","1","0","0","696","","","0","0","","0","0","","0","11460","","0","","","","","","","0","","","","11460",
"50","자동차야영장업","03_11_05_P","5100000","CDFI2262142015000002","2015-04-15","","01","영업/정상","13","영업중","","","","","054-332-0027","","770-872","경상북도 영천시 자양면 성곡리 537","경상북도 영천시 자양면 포은로 1625-11","38814","영천시오감공예체험장","2024-12-30 10:37:20","U","2025-01-01 02:40:00","","381741.055649681","288515.808897951","자동차야영장업","","주거지역","2","학교정화(상대)","","","문화시설","2","0","0","866","","","0","0","","0","0","","0","18681","","0","","","","","","","0","","","","18681",
"51","자동차야영장업","03_11_05_P","5100000","CDFI2262142016000001","2016-07-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 영천시 청통면 치일리 291-1","경상북도 영천시 청통면 대동로 423","38866","은해로운 캠핑장","2020-12-15 17:01:55","U","2020-12-17 02:40:00","","362396.2884136","278282.134922023","자동차야영장업","","관리지역","","기타","","","","","","","","Eunhaeroun-campingjang","car camping","","","","","","","","9020","","","","","","","","","10000000","","","","9020",
"52","자동차야영장업","03_11_05_P","5100000","CDFI2262142018000001","2018-05-31","","01","영업/정상","13","영업중","","","","","054-330-6400","","","경상북도 영천시 화북면 정각리 689","경상북도 영천시 화북면 별빛로 681-32","38812","별빛야영장","2023-04-12 09:32:55","U","2023-04-14 02:40:00","","379664.831661698","295140.314504246","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","6940","","0","","","","","","","0","","","","6940",
"53","자동차야영장업","03_11_05_P","5100000","CDFI2262142019000001","2019-09-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 영천시 화북면 자천리 2212","경상북도 영천시 화북면 천문로 2118","38813","채송화글램핑","2024-08-29 09:36:09","U","2024-08-31 02:40:00","","372093.859241206","290610.768738099","자동차야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","500000000","","","","0",
"54","자동차야영장업","03_11_05_P","5100000","CDFI2262142023000001","2023-05-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 영천시 화북면 자천리 2319","경상북도 영천시 화북면 천문로 2149-127","38813","별밤캠프","2024-08-01 09:52:05","U","2024-08-03 02:40:00","","371512.124460267","291806.847487794","자동차야영장업","","관리지역","1","","","","기타","1","0","0","0","","","0","0","","0","0","","0","206","","0","","","","","","","0","","","","206",
"55","자동차야영장업","03_11_05_P","5100000","CDFI2262142020000001","2020-09-02","","01","영업/정상","13","영업중","","","","","054-332-2001","","","경상북도 영천시 언하동 801","경상북도 영천시 상신기길 150 (언하동)","38824","농업회사법인 주식회사 아우노펠리스","2023-07-04 16:17:32","U","2023-07-06 02:40:00","","376358.762158983","279956.804026237","자동차야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","270","","0","","","","","","","340000000","","","","270",
"56","자동차야영장업","03_11_05_P","5100000","CDFI2262142010000001","2010-01-11","","01","영업/정상","13","영업중","","","","","054-334-6900","","770-845","경상북도 영천시 고경면 용전리 388","경상북도 영천시 고경면 고도길 38","38904","드림랜드오토캠핑장","2024-09-30 09:05:25","U","2024-10-02 02:40:00","","380342.119198246","277812.736898596","자동차야영장업","","","0","","","","","0","0","0","2460","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
