"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"60","관광펜션업","03_11_02_P","5050000","CDFI3261092011000006","2011-11-24","","03","폐업","03","폐업","2015-03-02","","","","","","780-420","경상북도 경주시 구정동 292-5번지","경상북도 경주시 새골길 49-37 (구정동)","780-420","경주 통나무 펜션","2015-03-04 10:14:00","I","2018-08-31 23:59:59","","408062.668412314","256575.15460933","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"61","관광펜션업","03_11_02_P","5050000","CDFI3261092012000001","2012-01-09","","03","폐업","03","폐업","2013-05-22","","","","","","780-410","경상북도 경주시 마동 507번지","경상북도 경주시 정자안길 56 (마동)","780-410","자연주의 펜션","2013-05-22 14:42:46","I","2018-08-31 23:59:59","","409337.45532518","256078.435255847","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"62","관광펜션업","03_11_02_P","5050000","CDFI3261092010000013","2010-10-29","","03","폐업","03","폐업","2016-12-27","","","","","","","경상북도 경주시 하동 115-3번지","경상북도 경주시 보불로 174-29 (하동)","38126","하늘호수","2016-12-27 11:32:48","I","2018-08-31 23:59:59","","409240.611222934","258100.552414652","관광펜션업","","","","","","","","","","","","Sky Lake Tourism Pension","Tourism Pension","","","","","","","","","","","","","","","","","","","","","",
"63","관광펜션업","03_11_02_P","5050000","CDFI3261092010000014","2010-11-08","","03","폐업","03","폐업","2015-12-04","","","","741-7973","","780-844","경상북도 경주시 양남면 읍천리 342-4번지","","","바다풍경펜션","2016-01-04 11:30:33","I","2018-08-31 23:59:59","","423907.904080036","246026.258678835","관광펜션업","","","","","","","","","","","","Sealandscape Tour Pension","Tourism Pension","","","","","","","","","","","","","","","","","","","","","",
"64","관광펜션업","03_11_02_P","5050000","CDFI3261092012000003","2012-10-11","","03","폐업","03","폐업","2017-09-06","","","","054-777-2001","","780-410","경상북도 경주시 마동 182-16번지","경상북도 경주시 새골1길 13-14 (마동)","38126","파비앙","2017-09-06 17:24:16","I","2018-08-31 23:59:59","","408534.470134588","256761.921847006","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"65","관광펜션업","03_11_02_P","5050000","CDFI3261092012000005","2012-10-25","","03","폐업","03","폐업","2017-09-07","","","","774-3966","","780-430","경상북도 경주시 하동 256-2번지","경상북도 경주시 하동분접안길 14-16 (하동)","38126","보문해피데이","2017-09-08 09:13:23","I","2018-08-31 23:59:59","","408350.400866154","258801.375392305","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"66","관광펜션업","03_11_02_P","5050000","CDFI3261092012000006","2012-11-06","","03","폐업","03","폐업","2017-09-13","","","","","","780-843","경상북도 경주시 양남면 수렴리 83번지","경상북도 경주시 양남면 양남로 225-14","38220","리멤버","2017-09-14 09:14:30","I","2018-08-31 23:59:59","","422841.172398266","243648.493708366","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"67","관광펜션업","03_11_02_P","5050000","CDFI3261092013000002","2013-10-08","","03","폐업","03","폐업","2017-09-06","","","","","","780-430","경상북도 경주시 하동 740-6번지","경상북도 경주시 하동1길 23 (하동)","38126","펜션 프라하","2017-09-06 17:23:08","I","2018-08-31 23:59:59","","408875.014541678","257502.015904929","관광펜션업","","생산녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","229.82","","","","","","","","","","","","","230",
"68","관광펜션업","03_11_02_P","5050000","CDFI3261092013000003","2013-11-14","","03","폐업","03","폐업","2017-09-08","","","","","","780-430","경상북도 경주시 하동 83-13번지","경상북도 경주시 보불로 126-45 (하동)","38126","다람쥐와도토리 펜션","2017-09-08 16:10:07","I","2018-08-31 23:59:59","","409473.615849453","257559.054533464","관광펜션업","","보전녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","218.6","","","","","","","","","","","","","219",
"69","관광펜션업","03_11_02_P","5050000","CDFI3261092014000001","2014-04-03","","03","폐업","03","폐업","2023-11-23","","","","","","780-460","경상북도 경주시 시래동 738","경상북도 경주시 시동로 86-61 (시래동)","38200","경주 천년 한옥펜션","2023-11-24 10:14:33","U","2023-11-26 02:40:00","","406742.03555394","255065.733041701","관광펜션업","","보전녹지지역","2","","","","단독주택","2","","","","","","","","","","","","","225","","","","","","","","","700000000","","","","225",
"70","관광펜션업","03_11_02_P","5050000","CDFI3261092014000002","2014-06-18","","03","폐업","03","폐업","2015-12-02","","","","0547438389","","780-400","경상북도 경주시 진현동","경상북도 경주시 진티길 11 (진현동)","38127","설레임스토리","2015-12-03 17:56:29","I","2018-08-31 23:59:59","","410404.75717174","256075.384598108","관광펜션업","","주거지역","2","주택가주변","","","단독주택","2","0","","","","","","","","","","","","85.08","","","","","","","","","650000000","","","","85",
"71","관광펜션업","03_11_02_P","5050000","CDFI3261092014000003","2014-06-18","","03","폐업","03","폐업","2015-02-17","","","","0547776104","","780-430","경상북도 경주시 하동","경상북도 경주시 보불로 190-11 (하동)","780-430","두번째설레임","2015-02-25 09:28:12","I","2018-08-31 23:59:59","","409185.669517018","258105.673518481","관광펜션업","","자연녹지지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","104.82","","","","","","","","","10000000","","","","105",
"72","관광펜션업","03_11_02_P","5050000","CDFI3261092014000004","2014-07-16","","03","폐업","03","폐업","2017-09-04","","","","0547466428","","780-430","경상북도 경주시 하동","경상북도 경주시 하동분접안길 14-24 (하동)","38126","띠아모펜션","2017-09-04 15:37:11","I","2018-08-31 23:59:59","","408305.010579512","258741.851601359","관광펜션업","","보전녹지지역","2","기타","","","단독주택","2","0","","","","","","","","","","","","131.75","","","","","","","","","","","","","132",
"73","관광펜션업","03_11_02_P","5050000","CDFI3261092015000001","2015-06-26","","01","영업/정상","13","영업중","","","","","","","780-410","경상북도 경주시 마동","경상북도 경주시 보불로 66-29 (마동)","38126","서라벌 토기 관광펜션","2024-08-13 17:22:21","U","2024-08-15 02:40:00","","409295.124710758","257046.138521307","관광펜션업","","보전녹지지역","2","","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","486.1","","0","","","","","","","0","","","","486",
"74","관광펜션업","03_11_02_P","5050000","CDFI3261092023000012","2023-08-28","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 보문동 531-7","경상북도 경주시 보문마을4길 23 (보문동)","38175","라움 더 한옥 풀빌라","2023-08-28 09:16:32","I","2023-08-30 00:18:41","","403660.07564962","261501.323493806","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","219.69","","0","","","","","","","0","","","","220",
"75","관광펜션업","03_11_02_P","5050000","CDFI3261092023000010","2023-07-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 수렴리 208-4","경상북도 경주시 양남면 양남로 170","38220","구공스테이 경주","2023-07-27 17:30:32","I","2023-07-29 00:18:58","","422416.004273484","243549.832458847","관광펜션업","","","1","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","104.22","","0","","","","","","","100000000","","","","104",
"76","관광펜션업","03_11_02_P","5050000","CDFI3261092023000011","2023-07-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 서면 운대리 981-3","경상북도 경주시 서면 군실길 121-1","38052","하유일기","2023-07-27 17:30:49","I","2023-07-29 00:18:58","","","","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","146.29","","0","","","","","","","500000000","","","","146",
"77","관광펜션업","03_11_02_P","5050000","CDFI3261092023000008","2023-07-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 시래동 2-1","경상북도 경주시 광산길 199-16 (시래동)","38127","어디에서 왔니","2023-07-20 09:28:17","I","2023-07-22 00:18:52","","409254.954476238","255516.689585851","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","150.9","","0","","","","","","","500000000","","","","151",
"78","관광펜션업","03_11_02_P","5050000","CDFI3261092023000009","2023-07-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 진현동 223-3","경상북도 경주시 진티5길 13-7 (진현동)","38127","밤부","2023-07-24 10:11:54","I","2023-07-26 00:18:54","","411254.054487197","255831.729000639","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","223.2","","0","","","","","","","600000000","","","","223",
"79","관광펜션업","03_11_02_P","5050000","CDFI3261092012000002","2012-09-13","","01","영업/정상","13","영업중","","","","","","","780-170","경상북도 경주시 탑동 56-11","경상북도 경주시 포석로 932 (탑동)","38172","계림궁","2024-08-13 16:41:34","U","2024-08-15 02:40:00","","399740.58743482","260500.439006168","관광펜션업","","자연녹지지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","180.92","","0","","","","","","","50000000","","","","181",
"80","관광펜션업","03_11_02_P","5050000","CDFI3261092014000005","2014-08-26","","01","영업/정상","13","영업중","","","","","0547445559","","780-400","경상북도 경주시 진현동","경상북도 경주시 진현로3길 16 (진현동)","38127","토함빌리지","2018-05-08 17:52:48","I","2018-08-31 23:59:59","","409972.904703563","256308.886909396","관광펜션업","","일반상업지역","2","","","","숙박시설","2","","","","","","","","","","","","","453.2","","","","","","","","","","","","","453",
"81","관광펜션업","03_11_02_P","5050000","CDFI3261092023000007","2023-06-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 율동 산 3-24","경상북도 경주시 도초길 104-129 (율동)","38189","경주 힐스","2023-06-23 13:16:01","I","2023-06-25 00:19:42","","398276.616555667","257798.73265727","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","185.14","","0","","","","","","","900000000","","","","185",
"82","관광펜션업","03_11_02_P","5050000","CDFI3261092024000011","2024-09-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 291-2","경상북도 경주시 양남면 후동길 17-47","38219","하서리2","2024-09-25 18:26:14","I","2024-09-28 00:12:44","","422916.988595581","245400.865661589","관광펜션업","","자연녹지지역","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","119.73","","0","","","","","","","0","","","","120",
"83","관광펜션업","03_11_02_P","5050000","CDFI3261092024000012","2024-09-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 291-8","경상북도 경주시 양남면 후동길 17-57","38219","하서리8","2024-09-25 18:26:34","I","2024-09-28 00:12:44","","422970.232955349","245335.890114152","관광펜션업","","자연녹지지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","89.45","","0","","","","","","","0","","","","89",
"84","관광펜션업","03_11_02_P","5050000","CDFI3261092024000013","2024-11-08","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 사정동 327-2","경상북도 경주시 국당1길 27 (사정동)","38169","휴우당","2024-11-08 17:53:39","I","2024-11-10 00:12:52","","399451.817336995","260695.643269126","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","70.92","","0","","","","","","","0","","","","71",
"85","관광펜션업","03_11_02_P","5050000","CDFI3261092024000008","2024-06-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 진현동 172-1","경상북도 경주시 진티3길 56 (진현동)","38127","풀빌라 경주에 가면","2024-06-27 16:49:43","I","2024-06-29 00:14:02","","411214.231924649","256171.908301195","관광펜션업","","보전녹지지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","131.06","","0","","","","","","","0","","","","131",
"86","관광펜션업","03_11_02_P","5050000","CDFI3261092024000009","2024-06-27","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 진현동 538-1","경상북도 경주시 진티길 5-60 (진현동)","38127","불국사한옥코코스테이","2024-08-13 11:10:41","U","2024-08-15 02:40:00","","410476.46758933","256156.897269335","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","136.35","","0","","","","","","","0","","","","136",
"87","관광펜션업","03_11_02_P","5050000","CDFI3261092024000005","2024-06-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 천북면 화산리 881-11","경상북도 경주시 천북면 나리길 26-33","38034","사색공간 풀빌라","2024-06-04 19:20:48","I","2024-06-08 00:14:19","","405566.392804306","271406.498410482","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","158.78","","0","","","","","","","0","","","","159",
"88","관광펜션업","03_11_02_P","5050000","CDFI3261092024000007","2024-06-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 북군동 194-4","경상북도 경주시 북군1길 11 (북군동)","38116","휴영지","2024-06-20 13:49:40","I","2024-06-22 00:14:07","","404254.920431393","263687.838126088","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","137.32","","0","","","","","","","0","","","","137",
"89","관광펜션업","03_11_02_P","5050000","CDFI3261092024000010","2024-07-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 291-36","경상북도 경주시 양남면 후동길 17-45","38219","까사델 경주","2024-07-16 17:59:01","I","2024-07-18 00:13:45","","","","관광펜션업","","자연녹지지역","2","","","","","2","0","0","0","","","0","0","","0","0","","0","228.71","","0","","","","","","","0","","","","229",
"90","관광펜션업","03_11_02_P","5050000","CDFI3261092024000006","2024-06-17","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 북군동 194-27","경상북도 경주시 북군1길 11-1 (북군동)","38116","경주한옥마을","2024-06-17 17:58:40","I","2024-06-19 00:14:09","","","","관광펜션업","","","2","","","","단독주택","2","1","0","0","","","0","0","","0","0","","0","137.32","","0","","","","","","","0","","","","137",
"91","관광펜션업","03_11_02_P","5050000","CDFI3261092023000002","2023-05-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 나정리 262-3","경상북도 경주시 감포읍 나정길 25-8","38123","SSD","2023-05-04 15:28:14","I","2023-05-07 00:20:08","","425323.313835289","255827.128990803","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","203.34","","0","","","","","","","0","","","","203",
"92","관광펜션업","03_11_02_P","5050000","CDFI3261092023000003","2023-05-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 나정리 262","경상북도 경주시 감포읍 나정길 25-6","38123","오늘","2023-05-04 15:28:25","I","2023-05-07 00:20:08","","425334.745106114","255804.437965971","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","203.34","","0","","","","","","","0","","","","203",
"93","관광펜션업","03_11_02_P","5050000","CDFI3261092023000004","2023-05-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 구정동 292-7","경상북도 경주시 새골길 49-91 (구정동)","38128","잼잼풀빌라 키즈펜션","2023-05-18 09:40:13","I","2023-05-20 00:19:47","","408036.886467896","256524.293427241","관광펜션업","","보전녹지지역","2","","","","","0","0","0","0","","","0","0","","0","0","","0","212.07","","0","","","","","","","0","","","","212",
"94","관광펜션업","03_11_02_P","5050000","CDFI3261092023000005","2023-05-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 구정동 292-14","경상북도 경주시 새골길 49-31 (구정동)","38128","풀빌라, 오롯이","2024-05-30 13:18:50","U","2024-06-01 02:40:00","","408068.807920325","256545.565898986","관광펜션업","","보전녹지지역","1","","","","","0","0","0","0","","","0","0","","0","0","","0","69.16","","0","","","","","","","0","","","","69",
"95","관광펜션업","03_11_02_P","5050000","CDFI3261092023000006","2023-05-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 서악동 1373-8","경상북도 경주시 장매길 142 (서악동)","38064","호플리","2023-05-22 11:28:30","I","2023-05-24 00:20:33","","398132.509302503","259646.561103633","관광펜션업","","보전녹지지역","2","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","110.51","","0","","","","","","","0","","","","111",
"96","관광펜션업","03_11_02_P","5050000","CDFI3261092024000002","2024-04-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 동방동 600-4","경상북도 경주시 장골길 61 (동방동)","38176","펜션600","2024-04-18 13:07:06","I","2024-04-20 00:15:00","","403957.227709714","259534.903611373","관광펜션업","","","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","867.41","","0","","","","","","","0","","","","867",
"97","관광펜션업","03_11_02_P","5050000","CDFI3261092024000003","2024-05-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 감포리 643-3","경상북도 경주시 감포읍 가래실길 135","38125","고대안 풀빌라펜션","2024-05-14 12:55:00","I","2024-05-16 00:14:48","","","","관광펜션업","","","3","","","","다가구용 주택(공동주택적용)","3","0","0","0","","","0","0","","0","0","","0","226.08","","0","","","","","","","0","","","","226",
"98","관광펜션업","03_11_02_P","5050000","CDFI3261092024000004","2024-05-29","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 감포리 643-4","경상북도 경주시 감포읍 가래실길 137","38125","유진씨엠","2024-05-29 11:59:26","I","2024-06-01 00:14:25","","","","관광펜션업","","자연녹지지역","2","","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","162.4","","0","","","","","","","0","","","","162",
"99","관광펜션업","03_11_02_P","5050000","CDFI3261092024000001","2024-03-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 사정동 266-2 1동","경상북도 경주시 국당1길 35, 1동 (사정동)","38169","경주 한옥 별하","2024-03-26 17:53:11","I","2024-03-28 00:15:57","","399447.428212716","260761.332768779","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","48.18","","0","","","","","","","0","","","","48",
"100","관광펜션업","03_11_02_P","5050000","CDFI3261092021000004","2021-11-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 구정동 278-4","경상북도 경주시 새골길 49-29 (구정동)","38128","GRIMM(그림)","2021-11-04 21:55:57","I","2021-11-06 00:22:45","","408090.82195582","256548.863345338","관광펜션업","","보전녹지지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","229.7","","0","","","","","","","0","","","","230",
"101","관광펜션업","03_11_02_P","5050000","CDFI3261092023000001","2023-02-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 노동리 553-4","경상북도 경주시 감포읍 노동길 67, 1동","38123","지중서원","2023-02-07 09:31:37","I","2023-02-09 00:41:18","","421432.944892128","257915.197351133","관광펜션업","","","1","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","223.1","","0","","","","","","","1800000000","","","","223",
"102","관광펜션업","03_11_02_P","5050000","CDFI3261092020000001","2020-08-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 하동 836-16","경상북도 경주시 하동1길 43-15 (하동)","38126","페리토","2020-08-14 17:40:03","I","2020-08-16 00:23:14","","408758.969909414","257255.829432871","관광펜션업","","생산녹지지역","2","기타","","","농어가주택","2","","","","","","","","","","","","","446.48","","","","","","","","","50000000","","","","446",
"103","관광펜션업","03_11_02_P","5050000","CDFI3261092021000003","2021-07-21","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 신계리 740-7","경상북도 경주시 외동읍 토함산로 41-6","38210","리포소","2021-07-21 17:50:03","I","2021-07-23 00:22:52","","410168.584195296","255469.840414666","관광펜션업","","보전녹지지역","2","기타","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","138.74","","0","","","","","","","100000000","","","","139",
"104","관광펜션업","03_11_02_P","5050000","CDFI3261092022000007","2022-11-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 신계리 921-2","경상북도 경주시 외동읍 신계길 69-9","38210","어나더원","2022-11-20 13:15:56","I","2022-11-22 00:22:23","","409546.166062857","254615.45580699","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","217.2","","0","","","","","","","0","","","","217",
"105","관광펜션업","03_11_02_P","5050000","CDFI3261092022000003","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 317","경상북도 경주시 양남면 후동길 11-22, 가동","38219","마리벨317 B","2022-11-16 09:17:58","I","2022-11-18 00:22:23","","422845.854935765","245304.462625887","관광펜션업","","","0","","","","","2","1","0","0","","","0","0","","0","0","","0","191.85","","0","","","","","","","0","","","","192",
"106","관광펜션업","03_11_02_P","5050000","CDFI3261092022000004","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 317","경상북도 경주시 양남면 후동길 11-22, 나동","38219","마리벨317 A","2022-11-16 09:18:18","I","2022-11-18 00:22:23","","422845.854935765","245304.462625887","관광펜션업","","전용주거지역","0","","","","","2","1","0","0","","","0","0","","0","0","","0","189.85","","0","","","","","","","0","","","","190",
"107","관광펜션업","03_11_02_P","5050000","CDFI3261092022000005","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 양남면 하서리 317-2","경상북도 경주시 양남면 후동길 11-20","38219","루나벨 풀빌라펜션 C동","2024-08-30 09:56:26","U","2024-09-01 02:40:00","","422871.437655326","245312.283924527","관광펜션업","","자연녹지지역","0","","","","전문하숙집","2","0","0","0","","","0","0","","0","0","","0","152.06","","0","","","","","","","0","","","","152",
"108","관광펜션업","03_11_02_P","5050000","CDFI3261092022000006","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 신계리 536","경상북도 경주시 외동읍 신계상신길 67","38210","리스테이 연월","2022-11-16 09:19:07","I","2022-11-18 00:22:23","","410817.950931171","254833.414345527","관광펜션업","","","0","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","74.11","","0","","","","","","","0","","","","74",
"109","관광펜션업","03_11_02_P","5050000","CDFI3261092022000002","2022-09-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 구정동 278-6","경상북도 경주시 새골길 49-27 (구정동)","38128","윤스토리","2022-09-05 13:41:16","I","2022-09-07 00:22:26","","408113.387948302","256567.969558986","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","223.9","","0","","","","","","","600000000","","","","224",
"110","관광펜션업","03_11_02_P","5050000","CDFI3261092021000001","2021-03-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 마동 545-1","경상북도 경주시 정자3길 16, 청춘한옥 가,나동 (마동)","38127","청춘한옥","2021-03-26 10:21:51","I","2021-03-28 00:22:59","","409098.434130503","256143.739329648","관광펜션업","","자연녹지지역","1","","","","다가구용 주택(공동주택적용)","","","","","","","","","","","","","","198.86","","","","","","","","","250000000","","","","199",
"111","관광펜션업","03_11_02_P","5050000","CDFI3261092021000002","2021-03-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 마동 545-1","경상북도 경주시 정자3길 16, 라,마동 (마동)","38127","청춘한옥풀빌라","2021-03-26 16:54:58","I","2021-03-28 00:22:59","","409098.434130503","256143.739329648","관광펜션업","","자연녹지지역","","","","","다가구용 주택(공동주택적용)","","","","","","","","","","","","","","173.66","","","","","","","","","50000000","","","","174",
"112","관광펜션업","03_11_02_P","5050000","CDFI3261092022000001","2022-08-18","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 구정동 291-14 블리블리키즈풀빌라","경상북도 경주시 새골길 49-80, 블리블리키즈풀빌라 (구정동)","38128","블리 블리","2022-08-18 10:46:30","I","2022-08-20 00:22:27","","408157.886740056","256737.014534437","관광펜션업","","보전녹지지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","367.32","","0","","","","","","","0","","","","367",
"113","관광펜션업","03_11_02_P","5050000","CDFI3261092018000001","2018-12-20","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 감포읍 나정리 산 42-2","경상북도 경주시 감포읍 동해안로 1819-23","38123","(주)에스지빌라앤호텔","2024-08-09 17:57:37","U","2024-08-11 02:40:00","","425291.596858076","255167.280898553","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","3960.73","","0","","","","","","","0","","","","3961",
"114","관광펜션업","03_11_02_P","5050000","CDFI3261092023000014","2023-10-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 신계리 393","경상북도 경주시 외동읍 신계상신길 102-44","38210","원앤 온리","2023-10-25 09:04:39","I","2023-10-28 00:17:47","","411071.054944505","254662.827845639","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","95.4","","0","","","","","","","280000000","","","","95",
"115","관광펜션업","03_11_02_P","5050000","CDFI3261092023000015","2023-11-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 배반동 51-8","경상북도 경주시 장재안길 7-9 (배반동)","38176","디모로","2023-11-14 10:47:12","I","2023-11-16 00:17:12","","403795.475669642","259850.363863011","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","87.57","","0","","","","","","","0","","","","88",
"116","관광펜션업","03_11_02_P","5050000","CDFI3261092023000013","2023-10-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 강동면 호명리 15","경상북도 경주시 강동면 호명큰골길 61","38032","스테이숲숲","2024-08-09 17:53:06","U","2024-08-11 02:40:00","","403201.463636869","276610.297701576","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","49.55","","0","","","","","","","200000000","","","","50",
"117","관광펜션업","03_11_02_P","5050000","CDFI3261092024000014","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 서악동 962-24","경상북도 경주시 노하길 27-11 (서악동)","38064","별사이","2024-12-23 18:01:43","I","2024-12-25 00:11:30","","","","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","113.97","","0","","","","","","","0","","","","114",
"118","관광펜션업","03_11_02_P","5050000","CDFI3261092024000015","2024-12-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 도지동 924-3","경상북도 경주시 원마을1길 21-10 (도지동)","38174","구릉도원","2024-12-24 16:59:46","I","2024-12-27 00:11:58","","404244.315704835","257611.864671619","관광펜션업","","생산녹지지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","159.77","","0","","","","","","","0","","","","160",
"119","관광펜션업","03_11_02_P","5050000","CDFI3261092025000001","2025-02-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 강동면 왕신리 산 3-3","경상북도 경주시 강동면 왕신숲골안길 31-93","38033","독채 애견스테이","2025-02-17 18:35:33","U","2025-02-19 02:40:00","","406967.386583148","276880.355633742","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","194.17","","0","","","","","","","0","","","","194",
"120","관광펜션업","03_11_02_P","5070000","CDFI3261092019000001","2019-04-22","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 남후면 광음리 48-1","경상북도 안동시 남후면 암산길 226","36755","올웨이즈펜션","2024-09-27 10:26:09","U","2024-09-29 02:40:00","","350536.598449761","335482.686251854","관광펜션업","","관리지역","4","","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","984.34","","0","","","","","","","0","","","","984",
